,fips,stateabb,sedacountyname,subject,grade,year,variable,gcs_value,student_category,clean_student_category
1466,6,CA,Kings County,mth,6,2010,gcs_mn_mfg,-0.090043273146032,mfg,Male-Female Gap
1468,6,CA,Kings County,mth,6,2011,gcs_mn_mfg,-0.3120436490905407,mfg,Male-Female Gap
1470,6,CA,Kings County,mth,6,2012,gcs_mn_mfg,-0.1992913668642876,mfg,Male-Female Gap
1472,6,CA,Kings County,mth,6,2013,gcs_mn_mfg,-0.1866782060507692,mfg,Male-Female Gap
1474,6,CA,Kings County,mth,6,2015,gcs_mn_mfg,-0.6242105317697497,mfg,Male-Female Gap
1476,6,CA,Kings County,mth,6,2016,gcs_mn_mfg,-0.2088577323462559,mfg,Male-Female Gap
1478,6,CA,Kings County,mth,6,2017,gcs_mn_mfg,-0.355011237599056,mfg,Male-Female Gap
1480,6,CA,Kings County,mth,6,2018,gcs_mn_mfg,-0.3159361464312886,mfg,Male-Female Gap
1487,6,CA,Kings County,mth,7,2015,gcs_mn_mfg,0.0318523482665543,mfg,Male-Female Gap
1489,6,CA,Kings County,mth,7,2016,gcs_mn_mfg,-0.3877573993765497,mfg,Male-Female Gap
1491,6,CA,Kings County,mth,7,2017,gcs_mn_mfg,-0.3459855707161331,mfg,Male-Female Gap
1493,6,CA,Kings County,mth,7,2018,gcs_mn_mfg,-0.5338420755380818,mfg,Male-Female Gap
1500,6,CA,Kings County,mth,8,2015,gcs_mn_mfg,-0.6949739685655147,mfg,Male-Female Gap
1502,6,CA,Kings County,mth,8,2016,gcs_mn_mfg,-0.2339985609163097,mfg,Male-Female Gap
1504,6,CA,Kings County,mth,8,2017,gcs_mn_mfg,-0.7399315197975698,mfg,Male-Female Gap
1506,6,CA,Kings County,mth,8,2018,gcs_mn_mfg,-0.41904607232145,mfg,Male-Female Gap
1508,6,CA,Lake County,mth,3,2009,gcs_mn_mfg,0.0171862748202861,mfg,Male-Female Gap
1510,6,CA,Lake County,mth,3,2010,gcs_mn_mfg,0.0929702702578829,mfg,Male-Female Gap
1512,6,CA,Lake County,mth,3,2011,gcs_mn_mfg,0.4489973628125899,mfg,Male-Female Gap
1514,6,CA,Lake County,mth,3,2012,gcs_mn_mfg,-0.0612202699454279,mfg,Male-Female Gap
1516,6,CA,Lake County,mth,3,2013,gcs_mn_mfg,0.1439122896643386,mfg,Male-Female Gap
1518,6,CA,Lake County,mth,3,2015,gcs_mn_mfg,-0.325739674390416,mfg,Male-Female Gap
1520,6,CA,Lake County,mth,3,2016,gcs_mn_mfg,0.2369661897343967,mfg,Male-Female Gap
1522,6,CA,Lake County,mth,3,2017,gcs_mn_mfg,0.0277312544576022,mfg,Male-Female Gap
1524,6,CA,Lake County,mth,3,2018,gcs_mn_mfg,-0.1044542241111693,mfg,Male-Female Gap
1526,6,CA,Lake County,mth,4,2009,gcs_mn_mfg,0.4647962001004776,mfg,Male-Female Gap
1528,6,CA,Lake County,mth,4,2010,gcs_mn_mfg,-0.3003980194004868,mfg,Male-Female Gap
1530,6,CA,Lake County,mth,4,2011,gcs_mn_mfg,-0.0232934654619839,mfg,Male-Female Gap
1532,6,CA,Lake County,mth,4,2012,gcs_mn_mfg,0.5065545390899662,mfg,Male-Female Gap
1534,6,CA,Lake County,mth,4,2013,gcs_mn_mfg,-0.0997595842157656,mfg,Male-Female Gap
1536,6,CA,Lake County,mth,4,2015,gcs_mn_mfg,0.2640196674542006,mfg,Male-Female Gap
1538,6,CA,Lake County,mth,4,2016,gcs_mn_mfg,0.1665405809246882,mfg,Male-Female Gap
1540,6,CA,Lake County,mth,4,2017,gcs_mn_mfg,0.3945807479225987,mfg,Male-Female Gap
1542,6,CA,Lake County,mth,4,2018,gcs_mn_mfg,0.0604068001703464,mfg,Male-Female Gap
1544,6,CA,Lake County,mth,5,2009,gcs_mn_mfg,-0.0787286379777531,mfg,Male-Female Gap
1546,6,CA,Lake County,mth,5,2010,gcs_mn_mfg,-0.2928308901412136,mfg,Male-Female Gap
1548,6,CA,Lake County,mth,5,2011,gcs_mn_mfg,-0.7072233874743761,mfg,Male-Female Gap
1550,6,CA,Lake County,mth,5,2012,gcs_mn_mfg,-0.1084683323705806,mfg,Male-Female Gap
1552,6,CA,Lake County,mth,5,2013,gcs_mn_mfg,0.1849105125042805,mfg,Male-Female Gap
1554,6,CA,Lake County,mth,5,2015,gcs_mn_mfg,0.1185573837628317,mfg,Male-Female Gap
1556,6,CA,Lake County,mth,5,2016,gcs_mn_mfg,0.241197362024279,mfg,Male-Female Gap
1558,6,CA,Lake County,mth,5,2017,gcs_mn_mfg,-0.1799559724328391,mfg,Male-Female Gap
1560,6,CA,Lake County,mth,5,2018,gcs_mn_mfg,0.2212034579602505,mfg,Male-Female Gap
1562,6,CA,Lake County,mth,6,2009,gcs_mn_mfg,0.0580292339027814,mfg,Male-Female Gap
1564,6,CA,Lake County,mth,6,2010,gcs_mn_mfg,0.0224370936089853,mfg,Male-Female Gap
1566,6,CA,Lake County,mth,6,2011,gcs_mn_mfg,-0.3905379256771428,mfg,Male-Female Gap
1568,6,CA,Lake County,mth,6,2012,gcs_mn_mfg,-0.8661617702810354,mfg,Male-Female Gap
1570,6,CA,Lake County,mth,6,2013,gcs_mn_mfg,-0.1194988913453182,mfg,Male-Female Gap
1572,6,CA,Lake County,mth,6,2015,gcs_mn_mfg,-0.395205901238715,mfg,Male-Female Gap
1574,6,CA,Lake County,mth,6,2016,gcs_mn_mfg,,mfg,Male-Female Gap
1576,6,CA,Lake County,mth,6,2017,gcs_mn_mfg,-0.0600766462755201,mfg,Male-Female Gap
1578,6,CA,Lake County,mth,6,2018,gcs_mn_mfg,-0.2855181453933813,mfg,Male-Female Gap
1585,6,CA,Lake County,mth,7,2015,gcs_mn_mfg,,mfg,Male-Female Gap
1587,6,CA,Lake County,mth,7,2016,gcs_mn_mfg,,mfg,Male-Female Gap
1589,6,CA,Lake County,mth,7,2017,gcs_mn_mfg,0.0526619026119872,mfg,Male-Female Gap
1591,6,CA,Lake County,mth,7,2018,gcs_mn_mfg,,mfg,Male-Female Gap
1598,6,CA,Lake County,mth,8,2015,gcs_mn_mfg,-0.2636577824353102,mfg,Male-Female Gap
1601,6,CA,Lake County,mth,8,2018,gcs_mn_mfg,,mfg,Male-Female Gap
1603,6,CA,Lassen County,mth,3,2009,gcs_mn_mfg,0.3637731678867946,mfg,Male-Female Gap
1605,6,CA,Lassen County,mth,3,2010,gcs_mn_mfg,0.1012338428380662,mfg,Male-Female Gap
1607,6,CA,Lassen County,mth,3,2011,gcs_mn_mfg,0.7478546914011721,mfg,Male-Female Gap
1609,6,CA,Lassen County,mth,3,2012,gcs_mn_mfg,0.1035639322202815,mfg,Male-Female Gap
1611,6,CA,Lassen County,mth,3,2013,gcs_mn_mfg,-0.2165527417688435,mfg,Male-Female Gap
1613,6,CA,Lassen County,mth,3,2015,gcs_mn_mfg,-0.0934951691198041,mfg,Male-Female Gap
1615,6,CA,Lassen County,mth,3,2016,gcs_mn_mfg,0.7754502165590029,mfg,Male-Female Gap
1617,6,CA,Lassen County,mth,3,2017,gcs_mn_mfg,-0.0466820164015444,mfg,Male-Female Gap
1619,6,CA,Lassen County,mth,3,2018,gcs_mn_mfg,0.0592070278741104,mfg,Male-Female Gap
1621,6,CA,Lassen County,mth,4,2009,gcs_mn_mfg,0.2253818295330336,mfg,Male-Female Gap
1623,6,CA,Lassen County,mth,4,2010,gcs_mn_mfg,0.0553775464740075,mfg,Male-Female Gap
1625,6,CA,Lassen County,mth,4,2011,gcs_mn_mfg,0.1401461490568957,mfg,Male-Female Gap
1627,6,CA,Lassen County,mth,4,2012,gcs_mn_mfg,0.9128973740470736,mfg,Male-Female Gap
1629,6,CA,Lassen County,mth,4,2013,gcs_mn_mfg,-0.0418377321266546,mfg,Male-Female Gap
1631,6,CA,Lassen County,mth,4,2015,gcs_mn_mfg,-0.0344590297083094,mfg,Male-Female Gap
1633,6,CA,Lassen County,mth,4,2016,gcs_mn_mfg,,mfg,Male-Female Gap
1635,6,CA,Lassen County,mth,4,2017,gcs_mn_mfg,0.4026875746358588,mfg,Male-Female Gap
1637,6,CA,Lassen County,mth,4,2018,gcs_mn_mfg,0.0660844124533673,mfg,Male-Female Gap
1639,6,CA,Lassen County,mth,5,2009,gcs_mn_mfg,0.1277227985443025,mfg,Male-Female Gap
1641,6,CA,Lassen County,mth,5,2010,gcs_mn_mfg,0.1550486115697838,mfg,Male-Female Gap
1643,6,CA,Lassen County,mth,5,2011,gcs_mn_mfg,0.1736682618645008,mfg,Male-Female Gap
1645,6,CA,Lassen County,mth,5,2012,gcs_mn_mfg,0.0946618636717344,mfg,Male-Female Gap
1647,6,CA,Lassen County,mth,5,2013,gcs_mn_mfg,0.8521904068625027,mfg,Male-Female Gap
1649,6,CA,Lassen County,mth,5,2015,gcs_mn_mfg,-0.911655094086489,mfg,Male-Female Gap
1651,6,CA,Lassen County,mth,5,2016,gcs_mn_mfg,,mfg,Male-Female Gap
1653,6,CA,Lassen County,mth,5,2017,gcs_mn_mfg,-0.2528567520489994,mfg,Male-Female Gap
1655,6,CA,Lassen County,mth,5,2018,gcs_mn_mfg,0.3628803104923111,mfg,Male-Female Gap
1657,6,CA,Lassen County,mth,6,2009,gcs_mn_mfg,-0.1987179764257959,mfg,Male-Female Gap
1659,6,CA,Lassen County,mth,6,2010,gcs_mn_mfg,0.7040740723464028,mfg,Male-Female Gap
1661,6,CA,Lassen County,mth,6,2011,gcs_mn_mfg,0.335877433665922,mfg,Male-Female Gap
1663,6,CA,Lassen County,mth,6,2012,gcs_mn_mfg,0.3444562385491675,mfg,Male-Female Gap
1665,6,CA,Lassen County,mth,6,2013,gcs_mn_mfg,0.1346858121062572,mfg,Male-Female Gap
1667,6,CA,Lassen County,mth,6,2015,gcs_mn_mfg,0.0499754460603157,mfg,Male-Female Gap
1669,6,CA,Lassen County,mth,6,2016,gcs_mn_mfg,,mfg,Male-Female Gap
1671,6,CA,Lassen County,mth,6,2017,gcs_mn_mfg,0.0249514693065379,mfg,Male-Female Gap
1673,6,CA,Lassen County,mth,6,2018,gcs_mn_mfg,-0.9998480721356068,mfg,Male-Female Gap
1680,6,CA,Lassen County,mth,7,2015,gcs_mn_mfg,0.4617496625812011,mfg,Male-Female Gap
1682,6,CA,Lassen County,mth,7,2016,gcs_mn_mfg,,mfg,Male-Female Gap
1684,6,CA,Lassen County,mth,7,2017,gcs_mn_mfg,-1.481711547644193,mfg,Male-Female Gap
1686,6,CA,Lassen County,mth,7,2018,gcs_mn_mfg,0.5293901735850244,mfg,Male-Female Gap
1693,6,CA,Lassen County,mth,8,2015,gcs_mn_mfg,-0.4559359799009022,mfg,Male-Female Gap
1696,6,CA,Lassen County,mth,8,2017,gcs_mn_mfg,-0.443427838760796,mfg,Male-Female Gap
1698,6,CA,Lassen County,mth,8,2018,gcs_mn_mfg,-1.788829127423876,mfg,Male-Female Gap
1700,6,CA,Los Angeles County,mth,3,2009,gcs_mn_mfg,0.1096790320876406,mfg,Male-Female Gap
1702,6,CA,Los Angeles County,mth,3,2010,gcs_mn_mfg,0.1364674706722031,mfg,Male-Female Gap
1704,6,CA,Los Angeles County,mth,3,2011,gcs_mn_mfg,0.0926481536406859,mfg,Male-Female Gap
1706,6,CA,Los Angeles County,mth,3,2012,gcs_mn_mfg,0.1012367269276404,mfg,Male-Female Gap
1708,6,CA,Los Angeles County,mth,3,2013,gcs_mn_mfg,0.0837520861843271,mfg,Male-Female Gap
1710,6,CA,Los Angeles County,mth,3,2015,gcs_mn_mfg,0.0383608844491373,mfg,Male-Female Gap
1712,6,CA,Los Angeles County,mth,3,2016,gcs_mn_mfg,0.0314997293559094,mfg,Male-Female Gap
1714,6,CA,Los Angeles County,mth,3,2017,gcs_mn_mfg,0.0688213103403694,mfg,Male-Female Gap
1716,6,CA,Los Angeles County,mth,3,2018,gcs_mn_mfg,0.1258884080966044,mfg,Male-Female Gap
1718,6,CA,Los Angeles County,mth,4,2009,gcs_mn_mfg,-0.053755133426502,mfg,Male-Female Gap
1720,6,CA,Los Angeles County,mth,4,2010,gcs_mn_mfg,-0.1302390991686072,mfg,Male-Female Gap
1722,6,CA,Los Angeles County,mth,4,2011,gcs_mn_mfg,-0.0356847511040937,mfg,Male-Female Gap
1724,6,CA,Los Angeles County,mth,4,2012,gcs_mn_mfg,-0.0917624128309304,mfg,Male-Female Gap
1726,6,CA,Los Angeles County,mth,4,2013,gcs_mn_mfg,-0.1072805579635291,mfg,Male-Female Gap
1728,6,CA,Los Angeles County,mth,4,2015,gcs_mn_mfg,0.0054663132947801,mfg,Male-Female Gap
1730,6,CA,Los Angeles County,mth,4,2016,gcs_mn_mfg,0.07217283649055,mfg,Male-Female Gap
1732,6,CA,Los Angeles County,mth,4,2017,gcs_mn_mfg,0.1196342346801159,mfg,Male-Female Gap
1734,6,CA,Los Angeles County,mth,4,2018,gcs_mn_mfg,0.1286206141805105,mfg,Male-Female Gap
1736,6,CA,Los Angeles County,mth,5,2009,gcs_mn_mfg,-0.0848643928334618,mfg,Male-Female Gap
1738,6,CA,Los Angeles County,mth,5,2010,gcs_mn_mfg,-0.1684103947372677,mfg,Male-Female Gap
1740,6,CA,Los Angeles County,mth,5,2011,gcs_mn_mfg,-0.2473533275104453,mfg,Male-Female Gap
1742,6,CA,Los Angeles County,mth,5,2012,gcs_mn_mfg,-0.1364164455304834,mfg,Male-Female Gap
1744,6,CA,Los Angeles County,mth,5,2013,gcs_mn_mfg,-0.0312153098800276,mfg,Male-Female Gap
1746,6,CA,Los Angeles County,mth,5,2015,gcs_mn_mfg,-0.1060032948413285,mfg,Male-Female Gap
1748,6,CA,Los Angeles County,mth,5,2016,gcs_mn_mfg,-0.0369423744295818,mfg,Male-Female Gap
1750,6,CA,Los Angeles County,mth,5,2017,gcs_mn_mfg,0.0240255727511072,mfg,Male-Female Gap
1752,6,CA,Los Angeles County,mth,5,2018,gcs_mn_mfg,0.0426076048931328,mfg,Male-Female Gap
1754,6,CA,Los Angeles County,mth,6,2009,gcs_mn_mfg,-0.0190009985030618,mfg,Male-Female Gap
1756,6,CA,Los Angeles County,mth,6,2010,gcs_mn_mfg,-0.0421761379743241,mfg,Male-Female Gap
1758,6,CA,Los Angeles County,mth,6,2011,gcs_mn_mfg,-0.1824059414501158,mfg,Male-Female Gap
1760,6,CA,Los Angeles County,mth,6,2012,gcs_mn_mfg,-0.0917675387229701,mfg,Male-Female Gap
1762,6,CA,Los Angeles County,mth,6,2013,gcs_mn_mfg,-0.057592202055722,mfg,Male-Female Gap
1764,6,CA,Los Angeles County,mth,6,2015,gcs_mn_mfg,-0.3399022128337812,mfg,Male-Female Gap
1766,6,CA,Los Angeles County,mth,6,2016,gcs_mn_mfg,-0.3246167060423477,mfg,Male-Female Gap
1768,6,CA,Los Angeles County,mth,6,2017,gcs_mn_mfg,-0.332695439531905,mfg,Male-Female Gap
1770,6,CA,Los Angeles County,mth,6,2018,gcs_mn_mfg,-0.2791261934635961,mfg,Male-Female Gap
1777,6,CA,Los Angeles County,mth,7,2015,gcs_mn_mfg,-0.2561634433872103,mfg,Male-Female Gap
1779,6,CA,Los Angeles County,mth,7,2016,gcs_mn_mfg,-0.2879383691304666,mfg,Male-Female Gap
1781,6,CA,Los Angeles County,mth,7,2017,gcs_mn_mfg,-0.2705999187057592,mfg,Male-Female Gap
1783,6,CA,Los Angeles County,mth,7,2018,gcs_mn_mfg,-0.256832501773445,mfg,Male-Female Gap
1790,6,CA,Los Angeles County,mth,8,2015,gcs_mn_mfg,-0.416754094696233,mfg,Male-Female Gap
1792,6,CA,Los Angeles County,mth,8,2016,gcs_mn_mfg,-0.4677140858738028,mfg,Male-Female Gap
1794,6,CA,Los Angeles County,mth,8,2017,gcs_mn_mfg,-0.5748439586474358,mfg,Male-Female Gap
1796,6,CA,Los Angeles County,mth,8,2018,gcs_mn_mfg,-0.6491313876229821,mfg,Male-Female Gap
1798,6,CA,Madera County,mth,3,2009,gcs_mn_mfg,0.2359251872183603,mfg,Male-Female Gap
1800,6,CA,Madera County,mth,3,2010,gcs_mn_mfg,0.1957864373446912,mfg,Male-Female Gap
1802,6,CA,Madera County,mth,3,2011,gcs_mn_mfg,0.1555175100012473,mfg,Male-Female Gap
1804,6,CA,Madera County,mth,3,2012,gcs_mn_mfg,-0.0512536239087922,mfg,Male-Female Gap
1806,6,CA,Madera County,mth,3,2013,gcs_mn_mfg,0.0764849874332288,mfg,Male-Female Gap
1808,6,CA,Madera County,mth,3,2015,gcs_mn_mfg,-0.1385556042357279,mfg,Male-Female Gap
1810,6,CA,Madera County,mth,3,2016,gcs_mn_mfg,0.1462488715590335,mfg,Male-Female Gap
1812,6,CA,Madera County,mth,3,2017,gcs_mn_mfg,-0.0190834526724942,mfg,Male-Female Gap
1814,6,CA,Madera County,mth,3,2018,gcs_mn_mfg,0.1635368194298005,mfg,Male-Female Gap
1816,6,CA,Madera County,mth,4,2009,gcs_mn_mfg,-0.1510098099815124,mfg,Male-Female Gap
1818,6,CA,Madera County,mth,4,2010,gcs_mn_mfg,0.0233223486991601,mfg,Male-Female Gap
1820,6,CA,Madera County,mth,4,2011,gcs_mn_mfg,-0.2263447158023353,mfg,Male-Female Gap
1822,6,CA,Madera County,mth,4,2012,gcs_mn_mfg,-0.0413466443280281,mfg,Male-Female Gap
1824,6,CA,Madera County,mth,4,2013,gcs_mn_mfg,-0.1891330738431659,mfg,Male-Female Gap
1826,6,CA,Madera County,mth,4,2015,gcs_mn_mfg,-0.3569485531665722,mfg,Male-Female Gap
1828,6,CA,Madera County,mth,4,2016,gcs_mn_mfg,-0.0125077002846181,mfg,Male-Female Gap
1830,6,CA,Madera County,mth,4,2017,gcs_mn_mfg,0.1905353001643088,mfg,Male-Female Gap
1832,6,CA,Madera County,mth,4,2018,gcs_mn_mfg,-0.0444985000415795,mfg,Male-Female Gap
1834,6,CA,Madera County,mth,5,2009,gcs_mn_mfg,-0.2286032542045163,mfg,Male-Female Gap
1836,6,CA,Madera County,mth,5,2010,gcs_mn_mfg,-0.1319754963804388,mfg,Male-Female Gap
1838,6,CA,Madera County,mth,5,2011,gcs_mn_mfg,-0.3337389719989989,mfg,Male-Female Gap
1840,6,CA,Madera County,mth,5,2012,gcs_mn_mfg,-0.2939494375096283,mfg,Male-Female Gap
1842,6,CA,Madera County,mth,5,2013,gcs_mn_mfg,0.0589103193877988,mfg,Male-Female Gap
1844,6,CA,Madera County,mth,5,2015,gcs_mn_mfg,-0.1379120959936803,mfg,Male-Female Gap
1846,6,CA,Madera County,mth,5,2016,gcs_mn_mfg,-0.3709632550225299,mfg,Male-Female Gap
1848,6,CA,Madera County,mth,5,2017,gcs_mn_mfg,-0.2563308719454371,mfg,Male-Female Gap
1850,6,CA,Madera County,mth,5,2018,gcs_mn_mfg,0.0280375968661125,mfg,Male-Female Gap
1852,6,CA,Madera County,mth,6,2009,gcs_mn_mfg,0.04468479939846,mfg,Male-Female Gap
1854,6,CA,Madera County,mth,6,2010,gcs_mn_mfg,-0.1907059195076656,mfg,Male-Female Gap
1856,6,CA,Madera County,mth,6,2011,gcs_mn_mfg,-0.1522306128449672,mfg,Male-Female Gap
1858,6,CA,Madera County,mth,6,2012,gcs_mn_mfg,-0.0563111675433835,mfg,Male-Female Gap
1860,6,CA,Madera County,mth,6,2013,gcs_mn_mfg,-0.1766158163840708,mfg,Male-Female Gap
1862,6,CA,Madera County,mth,6,2015,gcs_mn_mfg,-0.32807261365158,mfg,Male-Female Gap
1864,6,CA,Madera County,mth,6,2016,gcs_mn_mfg,-0.3572843852518264,mfg,Male-Female Gap
1866,6,CA,Madera County,mth,6,2017,gcs_mn_mfg,-0.4364270909825649,mfg,Male-Female Gap
1868,6,CA,Madera County,mth,6,2018,gcs_mn_mfg,-0.2773311837680046,mfg,Male-Female Gap
1875,6,CA,Madera County,mth,7,2015,gcs_mn_mfg,-0.193651249752809,mfg,Male-Female Gap
1877,6,CA,Madera County,mth,7,2016,gcs_mn_mfg,-0.4252702508774187,mfg,Male-Female Gap
1879,6,CA,Madera County,mth,7,2017,gcs_mn_mfg,-0.3850465752721305,mfg,Male-Female Gap
1881,6,CA,Madera County,mth,7,2018,gcs_mn_mfg,-0.4362318527386402,mfg,Male-Female Gap
1888,6,CA,Madera County,mth,8,2015,gcs_mn_mfg,-0.6827353149366311,mfg,Male-Female Gap
1890,6,CA,Madera County,mth,8,2016,gcs_mn_mfg,-0.240137342682032,mfg,Male-Female Gap
1892,6,CA,Madera County,mth,8,2017,gcs_mn_mfg,-0.5934853676168756,mfg,Male-Female Gap
1894,6,CA,Madera County,mth,8,2018,gcs_mn_mfg,-0.7003979787742397,mfg,Male-Female Gap
1896,6,CA,Marin County,mth,3,2009,gcs_mn_mfg,0.4118388563625301,mfg,Male-Female Gap
1898,6,CA,Marin County,mth,3,2010,gcs_mn_mfg,0.4143739292085912,mfg,Male-Female Gap
1900,6,CA,Marin County,mth,3,2011,gcs_mn_mfg,0.2827888638566609,mfg,Male-Female Gap
1902,6,CA,Marin County,mth,3,2012,gcs_mn_mfg,0.3451606051603621,mfg,Male-Female Gap
1904,6,CA,Marin County,mth,3,2013,gcs_mn_mfg,0.4775817096127299,mfg,Male-Female Gap
1906,6,CA,Marin County,mth,3,2015,gcs_mn_mfg,0.5996597874166237,mfg,Male-Female Gap
1908,6,CA,Marin County,mth,3,2016,gcs_mn_mfg,0.3900863450470745,mfg,Male-Female Gap
1910,6,CA,Marin County,mth,3,2017,gcs_mn_mfg,0.3177425126384948,mfg,Male-Female Gap
1912,6,CA,Marin County,mth,3,2018,gcs_mn_mfg,0.2943092473952861,mfg,Male-Female Gap
1914,6,CA,Marin County,mth,4,2009,gcs_mn_mfg,0.3181128647240326,mfg,Male-Female Gap
1916,6,CA,Marin County,mth,4,2010,gcs_mn_mfg,0.178696460491486,mfg,Male-Female Gap
1918,6,CA,Marin County,mth,4,2011,gcs_mn_mfg,0.2439404409607367,mfg,Male-Female Gap
1920,6,CA,Marin County,mth,4,2012,gcs_mn_mfg,0.1837939316288172,mfg,Male-Female Gap
1922,6,CA,Marin County,mth,4,2013,gcs_mn_mfg,0.1211194540686379,mfg,Male-Female Gap
1924,6,CA,Marin County,mth,4,2015,gcs_mn_mfg,0.6937861399758471,mfg,Male-Female Gap
1926,6,CA,Marin County,mth,4,2016,gcs_mn_mfg,0.4768235594096374,mfg,Male-Female Gap
1928,6,CA,Marin County,mth,4,2017,gcs_mn_mfg,0.4570417867072797,mfg,Male-Female Gap
1930,6,CA,Marin County,mth,4,2018,gcs_mn_mfg,0.3699017798383564,mfg,Male-Female Gap
1932,6,CA,Marin County,mth,5,2009,gcs_mn_mfg,0.3515183094511163,mfg,Male-Female Gap
1934,6,CA,Marin County,mth,5,2010,gcs_mn_mfg,0.0441520411687258,mfg,Male-Female Gap
1936,6,CA,Marin County,mth,5,2011,gcs_mn_mfg,-0.0241954822534049,mfg,Male-Female Gap
1938,6,CA,Marin County,mth,5,2012,gcs_mn_mfg,0.13168226469845,mfg,Male-Female Gap
1940,6,CA,Marin County,mth,5,2013,gcs_mn_mfg,0.4678336717295598,mfg,Male-Female Gap
1942,6,CA,Marin County,mth,5,2015,gcs_mn_mfg,0.4832444860546508,mfg,Male-Female Gap
1944,6,CA,Marin County,mth,5,2016,gcs_mn_mfg,0.6208958829943542,mfg,Male-Female Gap
1946,6,CA,Marin County,mth,5,2017,gcs_mn_mfg,0.4401173908608043,mfg,Male-Female Gap
1948,6,CA,Marin County,mth,5,2018,gcs_mn_mfg,0.5598315583005324,mfg,Male-Female Gap
1950,6,CA,Marin County,mth,6,2009,gcs_mn_mfg,0.4161376837578518,mfg,Male-Female Gap
1952,6,CA,Marin County,mth,6,2010,gcs_mn_mfg,0.2980007407138331,mfg,Male-Female Gap
1954,6,CA,Marin County,mth,6,2011,gcs_mn_mfg,-0.0327014228127205,mfg,Male-Female Gap
1956,6,CA,Marin County,mth,6,2012,gcs_mn_mfg,0.2138986224826405,mfg,Male-Female Gap
1958,6,CA,Marin County,mth,6,2013,gcs_mn_mfg,0.2485749699797574,mfg,Male-Female Gap
1960,6,CA,Marin County,mth,6,2015,gcs_mn_mfg,0.2781922914680173,mfg,Male-Female Gap
1962,6,CA,Marin County,mth,6,2016,gcs_mn_mfg,0.1849915700162218,mfg,Male-Female Gap
1964,6,CA,Marin County,mth,6,2017,gcs_mn_mfg,0.2330921463860126,mfg,Male-Female Gap
1966,6,CA,Marin County,mth,6,2018,gcs_mn_mfg,0.1838637562559268,mfg,Male-Female Gap
1973,6,CA,Marin County,mth,7,2015,gcs_mn_mfg,-0.052157035277351,mfg,Male-Female Gap
1975,6,CA,Marin County,mth,7,2016,gcs_mn_mfg,0.0471241817064122,mfg,Male-Female Gap
1977,6,CA,Marin County,mth,7,2017,gcs_mn_mfg,0.0943718390229769,mfg,Male-Female Gap
1979,6,CA,Marin County,mth,7,2018,gcs_mn_mfg,0.3652506647783361,mfg,Male-Female Gap
1986,6,CA,Marin County,mth,8,2015,gcs_mn_mfg,-0.0358218863039793,mfg,Male-Female Gap
1988,6,CA,Marin County,mth,8,2016,gcs_mn_mfg,,mfg,Male-Female Gap
1990,6,CA,Marin County,mth,8,2018,gcs_mn_mfg,-0.0932641611674598,mfg,Male-Female Gap
1992,6,CA,Mariposa County,mth,3,2009,gcs_mn_mfg,-0.0770119317308582,mfg,Male-Female Gap
1994,6,CA,Mariposa County,mth,3,2010,gcs_mn_mfg,0.0146822632005451,mfg,Male-Female Gap
1996,6,CA,Mariposa County,mth,3,2011,gcs_mn_mfg,0.1602562837257672,mfg,Male-Female Gap
1998,6,CA,Mariposa County,mth,3,2012,gcs_mn_mfg,0.7451625416921107,mfg,Male-Female Gap
2000,6,CA,Mariposa County,mth,3,2013,gcs_mn_mfg,-0.0293298129190608,mfg,Male-Female Gap
2002,6,CA,Mariposa County,mth,3,2015,gcs_mn_mfg,0.239356296139939,mfg,Male-Female Gap
2004,6,CA,Mariposa County,mth,3,2016,gcs_mn_mfg,,mfg,Male-Female Gap
2006,6,CA,Mariposa County,mth,3,2017,gcs_mn_mfg,-0.0255078070576071,mfg,Male-Female Gap
2008,6,CA,Mariposa County,mth,3,2018,gcs_mn_mfg,0.1530507513088511,mfg,Male-Female Gap
2010,6,CA,Mariposa County,mth,4,2009,gcs_mn_mfg,0.0545418195766462,mfg,Male-Female Gap
2012,6,CA,Mariposa County,mth,4,2010,gcs_mn_mfg,-0.341280028207065,mfg,Male-Female Gap
2014,6,CA,Mariposa County,mth,4,2011,gcs_mn_mfg,0.7428606732552266,mfg,Male-Female Gap
2016,6,CA,Mariposa County,mth,4,2012,gcs_mn_mfg,-0.6484161612136314,mfg,Male-Female Gap
2018,6,CA,Mariposa County,mth,4,2013,gcs_mn_mfg,0.7168431016942298,mfg,Male-Female Gap
2020,6,CA,Mariposa County,mth,4,2015,gcs_mn_mfg,-0.3848083888861297,mfg,Male-Female Gap
2022,6,CA,Mariposa County,mth,4,2016,gcs_mn_mfg,0.5990535601540583,mfg,Male-Female Gap
2024,6,CA,Mariposa County,mth,4,2018,gcs_mn_mfg,0.8357200795094806,mfg,Male-Female Gap
2026,6,CA,Mariposa County,mth,5,2009,gcs_mn_mfg,-0.3951205513651251,mfg,Male-Female Gap
2028,6,CA,Mariposa County,mth,5,2010,gcs_mn_mfg,0.6731284135763057,mfg,Male-Female Gap
2030,6,CA,Mariposa County,mth,5,2011,gcs_mn_mfg,0.0063083139222063,mfg,Male-Female Gap
2032,6,CA,Mariposa County,mth,5,2012,gcs_mn_mfg,0.1823085550040731,mfg,Male-Female Gap
2034,6,CA,Mariposa County,mth,5,2013,gcs_mn_mfg,-0.5988080984366351,mfg,Male-Female Gap
